Label,Soft_window_feature_192,Bone_window_feature_322,Standard_window_feature_74,Standard_window_feature_1635,Bone_window_feature_154,Soft_window_feature_1546,Bone_window_feature_10,Soft_window_feature_1012,Standard_window_feature_912,Soft_window_feature_1710,Standard_window_feature_208,Standard_window_feature_273,Bone_window_feature_1857,Standard_window_feature_511,Standard_window_feature_460,Soft_window_feature_216,Bone_window_feature_1253,Bone_window_feature_1843,Standard_window_feature_1149,Soft_window_feature_1507
1,-2.59158318,-0.520788069,-0.313594732,-0.133198621,0.947020022,-1.36892915,1.773445315,-2.132957387,-0.224953319,1.162969326,-0.362754751,0.138179937,-1.026798079,0.285704944,-2.313991301,0.131797123,-0.590455509,0.171238377,1.208071066,0.727968491
0,1.583304381,-0.118320668,-0.597614622,0.479751765,1.538540368,0.279480758,-0.693043413,1.460765807,-0.217430832,-0.476785597,1.171514539,-1.246037655,1.516176071,-0.880127144,-0.962330091,-0.076241639,0.23076604,-0.658005441,0.620168354,0.599610543
0,-0.962231881,-0.652331178,0.958746985,-0.440860139,1.247896695,0.161542509,-0.096319589,-0.981081103,0.681384665,-0.564174492,-0.173577451,0.413402534,-0.455783647,-0.319415259,-1.064050435,-1.04493801,-1.539523601,0.467246652,-0.273543007,-2.293852328
1,0.757038939,0.676414596,-0.137225267,-0.320912591,-1.917664117,-0.584945012,0.835617738,-0.481632776,0.573532966,-1.144801612,-0.909043597,-1.413456155,1.832764854,-1.473687528,0.671858775,1.52889884,2.057572534,1.111132323,1.344034564,0.703655733
0,-0.015705615,-1.851705211,-0.738091954,0.528409878,0.309641994,0.609450853,-1.386564723,1.170395694,-0.925793945,-0.747089829,-0.555682174,0.879216849,0.500459252,-3.098691869,-1.055396081,-1.019347071,-0.713197945,1.731633527,-1.146761181,0.239607487
0,-0.171407129,-1.145206722,-0.358714207,1.431065925,0.160936921,0.085984888,1.170248914,1.088499535,-1.059383858,1.122944881,0.566960694,0.185521097,-1.310436683,-1.232956415,0.031136944,-0.549549141,-2.366077572,-0.817147016,-0.851094593,-0.436855989
0,-1.511488462,0.116668695,0.919894944,0.864414385,0.223388195,1.689910108,-1.308040607,0.012413694,-0.455171535,-0.298747794,0.356500691,-0.401220023,0.701114411,0.721232183,0.857388322,-0.046330699,-1.266967772,0.005084353,-0.235545351,1.816664381
0,0.310917713,-0.280021958,-1.689911806,-0.680410668,0.853756045,0.458198643,-1.128026259,0.604428127,-0.001104304,0.982153511,-0.316641509,1.6411607,1.045598506,-1.354773694,-0.577480582,0.839458082,-0.842361284,-0.222708308,-1.178996017,0.562126547
0,-0.414529726,0.114419951,1.823691274,-0.018364353,-0.07353586,-0.571553215,-0.605319001,1.509481824,0.078141655,-0.131974748,-1.122443228,-0.293829617,1.214939444,-0.037184519,0.161833742,0.234348429,-0.149319649,0.858819462,0.518546313,-1.249829457
0,0.767773834,0.941423987,-1.17493796,0.962742144,-2.444795,-1.179648974,0.434480322,1.902107625,-0.547582623,-0.661335102,0.178758245,1.863914547,2.178444422,-1.046726726,0.040577106,0.677458036,-0.018714355,1.772056136,1.621100658,-1.349719535
0,-0.233758098,0.643672729,0.424587996,0.995733835,1.744845954,0.515639105,0.144249552,-1.128709835,0.064994612,-0.162456537,0.747045888,0.436111983,0.220887164,1.141083517,0.49470944,-0.998581978,-1.912950587,0.670464371,-0.706814701,0.742620841
0,-0.791674744,0.382590274,-1.129992472,0.421284418,0.604250624,-0.133472773,0.714140012,0.699902614,0.610618918,0.010632806,2.644961119,-0.950002055,2.625515324,-0.91476875,-0.309204857,-0.409956102,0.026766736,0.2998551,0.894234615,0.105179643
0,-0.211999354,1.513574528,0.638281336,1.501498546,0.437863436,-1.281602344,-1.654647145,1.576390489,-1.181397693,-0.822753679,2.245848143,0.095034783,0.443338099,-0.865204456,2.412296382,-0.217635984,-0.858580041,0.029065441,0.167917975,0.024556766
0,0.896642576,-0.013428352,-2.404643337,1.416577464,0.334573586,1.918672579,1.536411034,1.137330786,0.244217101,-0.059249578,0.866419225,0.777665082,-0.11844089,-0.510462538,-1.74477865,0.506568493,-1.079949921,0.50505028,2.575452547,-0.73586772
0,1.343102404,1.838583544,-0.176011841,0.22865705,1.210266398,0.448924117,-0.075606442,0.526990808,1.0316747,1.1847563,0.557485592,1.070716821,-0.741069665,1.527808297,0.457544764,-1.534996413,-0.411342994,0.801115756,-0.195932828,-0.704370974
0,0.527697939,-0.323802458,1.805533684,-0.245941663,1.017857774,0.778066558,1.296852589,-0.292313306,-2.038144745,1.544527238,0.212636117,0.236381741,0.349361557,-0.239045894,-0.239397749,0.189523642,0.58688958,0.770265223,-0.169116306,-0.17021249
1,-1.102051609,-0.649013885,0.122425104,-1.383098521,1.68572944,2.096253775,0.509317556,-1.077305775,-0.073319498,1.35771103,-1.931376342,-0.552874725,0.770185516,0.604338169,2.235314116,-2.206137887,1.019063102,0.425757198,-0.316686359,2.050846041
1,-0.059940667,-0.194364585,-1.479102944,1.273445787,-1.704096272,-0.131548352,-0.236177294,0.499285195,-1.297588023,0.945422007,0.041213103,-1.734401231,-0.938631389,-1.023202002,0.528916104,-1.226403036,0.124438819,-0.124857853,0.100034507,0.666583488
1,0.655720891,0.0985189,-0.341435801,0.399010208,0.095019119,-0.24627992,1.910350809,0.316927307,0.655474066,0.06121674,-0.15864223,-0.585349766,-0.870237957,0.027882178,-0.583051084,-0.782461944,0.125767753,-0.188749195,-0.37786969,1.384129174
0,-2.225534875,-0.166757962,-0.80069442,-1.43947506,1.182575598,0.072933789,-0.059122243,-1.509374363,-0.543884258,0.205002878,0.389845606,0.327384391,-0.255916403,0.038592472,0.999408267,-0.117125931,0.441472211,2.520073082,1.365527928,-0.024875956
0,-0.138416302,0.465893681,1.371960692,0.304377324,0.367038024,1.073062225,0.342467699,0.268535859,-0.128926384,-1.257160056,0.238357256,0.54909779,2.044204558,-0.056271634,1.625949548,-1.123703845,1.493131034,0.976769586,-0.732156311,-2.115314288
0,0.432120765,-3.102969039,0.119386208,0.043566207,0.286649912,-2.323648542,-0.192801111,0.286892674,1.406470821,0.175583516,-0.638506378,0.590353341,1.825134829,-0.031703273,1.498775966,-0.016814934,-0.636511182,1.080268873,0.257853238,-1.924840554
0,1.800098895,1.538628522,-0.581952264,0.849799639,-0.812945987,0.64500068,-1.318790443,0.607401653,-1.225758011,-1.915764047,-0.751235546,-0.695650316,2.189572576,-1.391810605,-0.415396678,0.936232083,0.663963948,0.380846092,-0.545123067,0.611747963
0,1.942424562,0.541813902,0.663943124,0.693232431,0.338382536,1.889773568,0.14096624,2.208732238,-0.750629004,-0.809580463,0.996837408,0.127610603,-0.167453828,0.581354561,1.421248614,1.837098265,-0.565777694,0.250579127,0.69329962,-1.050415432
1,-0.399395507,-1.826759919,-1.3152502,0.001900173,0.044305829,-2.319848912,0.613060757,-0.489315011,0.791072123,2.684109578,-0.267689514,0.31101872,1.832881299,1.5300657,-0.541638612,0.317054759,1.260317684,-1.067750281,-0.335449729,0.584845036
1,-0.562071935,-1.502224802,-0.725082448,-0.654025511,-1.923790696,-1.078993693,0.131773996,-0.567404073,-1.020675791,0.760932571,-0.842117228,-0.484245906,0.626705915,-0.258867489,0.951143817,-2.130124081,-1.161445725,-0.786794077,1.831557814,0.930594753
0,-0.108265017,-0.421337827,1.706733808,0.737278641,-0.23667202,0.482834813,-0.151199926,1.092253068,0.474507945,-0.136450255,2.445662209,0.574606651,1.512684623,-0.356372726,0.488371591,-0.137963008,-1.141918666,0.651902693,-1.417572008,-1.343270771
0,1.183577331,0.626695366,0.26003895,1.068448782,0.787490973,-0.365612961,0.057978378,-0.243823416,1.094852397,0.179011794,0.98858142,-1.066477485,0.168464862,-1.371483118,-0.175629736,0.015181085,0.079801207,1.283431544,-1.241163202,-0.552617372
1,0.439795742,-0.642020529,-0.379692587,-0.31447834,-0.073303612,-0.696506379,0.294437419,0.212288166,-0.207365525,0.1497455,0.574748187,0.038016989,-0.757211168,0.694561935,-1.405142969,0.148993882,-2.253572175,-0.179933044,0.235971611,0.945859098
0,0.430533837,0.616012558,-0.369982779,0.681595414,0.01628098,-1.825114019,1.312405324,0.398037668,0.619620808,-0.331254923,-0.310544323,0.168111868,1.452563574,0.124330663,1.620962096,-0.541972735,-0.54000988,-0.443948595,-1.789788866,-1.360263871
0,2.433083012,0.38432951,-0.060293629,-0.650530517,-0.494670568,0.23448055,-0.272153302,-0.093753613,0.239693266,-0.404472949,1.034255025,0.85365791,-0.190824957,0.918479823,-3.110817631,2.946306569,-0.40217282,0.001841687,-1.560852071,-0.651289679
1,-0.961178215,-0.464376421,-0.954859415,1.690957504,-1.023546614,0.356427322,-0.397750467,0.207904605,-0.001752868,-0.070187936,-0.29674919,0.295531753,-0.73784356,-0.627293596,-0.917092572,-2.070791396,-0.337746458,-0.074776134,0.274536381,0.04723556
1,-0.525313984,-0.725948839,-0.831873969,0.095856472,-1.659616211,-0.537543407,-2.289977428,0.524052027,0.578293619,-1.305048843,-0.001751481,-2.511202803,-0.413917773,-0.536034438,-0.786233014,0.036093084,-1.39102435,-1.649009816,-0.616603348,-0.282898492
1,-0.433166404,-0.05551299,0.549257803,0.267536874,-1.05499921,-0.566712911,1.012356181,-0.827450018,1.161503229,-0.402102392,-0.346401906,-2.07163826,4.24E-04,1.079737187,-1.442484559,-1.294848759,-0.307014105,1.211961577,0.665552379,1.316913326
0,0.432499728,-0.103233546,-0.472917062,-1.221167137,0.012053366,0.954719958,-1.043017327,-0.341698439,-0.470741859,-0.850509201,-0.015398001,1.748609893,-0.658243707,-0.636926528,1.300239044,0.171379343,-0.426965931,-1.02614181,-0.865977766,-0.851931842
1,1.526307466,-0.492275148,-0.376285081,1.617945663,0.573934146,0.631735182,0.816193567,-0.567326478,-2.119093925,0.678141492,-0.337994877,-0.650762062,-0.494897788,0.494859781,0.230768276,-1.396860676,-0.510482822,0.344930123,0.042977943,-0.817213677
0,-0.491369143,-0.049533028,1.276821652,1.680955499,-1.407786549,0.147022972,-0.34973146,0.586829026,0.514605266,-0.48692424,2.557007737,0.744773862,-1.194954522,-1.105159119,1.28585635,-1.056169671,1.138872704,1.003092566,-0.294393897,-2.840039222
1,-0.993603634,-1.061403713,0.078148166,-0.971734196,1.254480719,-0.887947743,1.062852649,-0.798729005,-1.238509698,0.091537862,1.719503941,1.992510185,0.752289222,0.330863481,-0.162650668,-0.590183939,-0.690473328,1.175623054,0.02853582,-1.382745974
0,0.314812706,0.480939304,-1.085614486,-0.975168556,-0.184325945,0.755402645,-0.561631686,1.976160279,-1.052166295,0.199130947,1.854583615,0.19628328,0.075931954,-0.833659283,0.817431472,-1.493858219,-0.177204882,0.12835486,-1.801021397,0.024079847
0,-0.275972612,1.097902214,1.481603602,-0.294767041,0.916708833,-0.219967796,-1.038139383,-1.094090993,0.872060301,0.78116173,-0.710051084,0.190100935,-0.604211693,-1.522882334,0.927580026,0.034207796,-0.422993921,-1.125911601,-0.085742961,-0.274601299
0,0.804368199,0.154779008,0.173028894,-1.117152799,-0.60001407,1.545785002,-0.923241487,0.614326174,0.308180421,0.336615986,0.555618892,0.075102972,-0.709701041,0.315835868,0.970821026,1.7193584,-0.680019352,1.524389538,3.364103762,-0.517851218
1,-0.192835843,-1.330106838,-0.398118806,-0.359878138,1.003244237,-0.469401621,1.445070598,-1.788728824,-0.710340081,-0.071830426,-0.748730969,-1.346661572,-0.444077085,-0.337706812,-0.219782692,-0.949931771,-0.015122745,-0.544640688,-1.909832897,0.253865565
0,-0.88334621,0.383802063,1.475093867,2.198440023,-0.492162998,1.306352179,0.223079969,-0.209756138,0.41929811,1.131142136,-0.134996281,-2.023158672,0.242453391,-0.739594861,0.061818547,0.552775416,-0.433493408,1.595153708,-1.540528357,0.55532913
1,0.534328536,0.49289789,1.608984612,-2.106326469,-0.222371379,0.014400687,1.754880139,-0.541516162,-0.804573364,-0.439075981,0.661936386,0.025935973,-0.808062891,0.466114252,-0.784088501,-0.914773856,0.912231842,-2.616273903,-0.462700931,-0.27637271
1,-1.689459124,1.24416698,0.284405978,0.105982253,-0.822705679,0.426467374,1.263939266,-1.821642594,0.314264765,1.599312387,-1.193401033,0.5059685,-2.14891624,0.756259391,-0.418959276,-0.761673591,1.464441007,-0.125949301,0.226552246,2.262310397
0,-0.46914107,0.275774518,-0.57029409,-1.088433464,0.172327635,1.088396338,0.247375965,0.357170948,0.449903516,-1.252632803,0.133926152,0.109769952,-1.430041195,-0.540583719,0.680970337,-0.378948023,3.3958286,-2.168780485,0.641608931,0.111098169
0,2.197805406,-0.552748137,-0.038506158,1.001568025,-1.068765285,0.886987352,0.925982907,1.357808865,-1.496706286,-0.751739029,0.650264991,0.064381226,1.442092095,0.814628828,1.341646285,0.426864176,-0.905385515,0.477724423,1.494235983,0.90471794
1,-0.56732848,-0.503682191,-1.18980617,-0.360910161,-0.345517306,-0.178489844,-0.170764848,1.093373568,0.681022374,0.502256767,-0.138982675,-0.733412201,-0.734078179,0.998410749,0.270328529,0.04623446,1.076634684,-0.034046911,-0.306468937,-0.794841472
0,1.223775592,-0.75121167,0.538411567,-0.602848393,0.214601564,0.831629271,-1.537574868,-0.824710437,0.086422635,-0.294930152,0.814281621,0.43018034,-0.167027181,1.583379215,1.172948545,1.66772038,0.60774671,-0.16798863,-1.56052493,-0.880592554
0,-0.923845212,-0.812345708,-1.855361028,0.772742503,-0.035313706,1.25771443,0.56909162,-0.578889062,0.601045615,-0.826421148,0.265992296,0.822455668,1.094579469,0.983567505,-1.820412555,1.25825042,-0.341055897,-0.367753944,1.819399426,0.719613239
1,-0.47686248,0.711550055,0.047291684,-1.167455123,-0.586420748,-0.055219516,-0.291002877,-0.263199684,-0.04048863,1.232929873,-2.664875454,-0.152968202,0.007776662,1.476203198,-0.581502235,0.676406192,1.515651229,-1.069658546,-1.709125025,-0.408373899
0,-0.325831028,0.190760791,-0.783746553,-1.022270691,0.168555704,1.413465903,0.553835844,1.997611934,-1.678624763,-1.357466692,-0.583087146,-1.907941111,-0.585379542,-0.115793755,0.219825109,1.839774394,-2.604909809,0.505229574,1.851278991,-0.491126024
0,0.314118715,-0.935278314,-0.725226192,0.490336688,-0.381807,-0.226358444,-0.178604344,0.183344501,1.4976803,-2.039066637,0.401749495,-1.04204111,0.708092534,0.240072742,-0.32727045,0.958316878,-0.127023978,-1.753775231,-0.747369404,0.18215306
0,-0.666418113,-0.79663743,0.948011759,0.115129119,-0.425744563,-0.659361471,0.643622231,-0.234744175,0.059281038,-0.073800764,2.019938033,-0.181491096,0.778275595,0.643098485,-0.142973459,2.093374919,-0.153166503,-0.105129381,-0.115011304,-0.762181757
1,0.507700425,0.602365874,0.334736869,-1.709177545,0.152048048,-0.2696063,0.335577059,0.031840341,0.892187807,1.509844596,-0.147899466,-0.940522003,1.435381223,1.508968132,-1.118563815,0.152946619,0.967028365,0.726865659,0.853225319,0.614002809
1,-0.436482059,-0.169462935,-1.33616169,0.3474304,-0.321767665,-0.587149562,-0.486884958,-0.296241429,1.575015329,1.08555696,1.045396159,-2.259154669,-0.17157618,0.300395296,-0.913460747,-0.042978805,0.287648882,1.086389774,1.761957725,-0.04940703
1,-1.274989675,0.292797397,-1.725248534,-2.473376124,-1.839344199,-1.158895027,1.401408405,0.210506946,1.063888091,-0.959389791,-0.770618373,0.02622058,-0.31091434,2.590213589,-0.335413136,-2.196300115,0.220184252,-0.779165017,0.206229227,-0.476221293
0,0.356828274,0.026083309,-0.025643242,-1.469719429,0.235079906,-1.670668206,-0.461341535,-1.699845893,-0.279035021,-0.008525604,-2.12291527,0.550875417,-0.163474647,0.149706952,-0.558997778,-2.970471316,-1.226142122,-0.629306126,-0.792991664,-0.383125374
0,-0.209324828,-0.515663535,0.458729944,-0.237285301,0.459129746,0.338458486,0.276757327,-0.606179482,-0.842823056,-2.383887618,0.242098209,-0.037374276,1.025420553,0.613253484,-0.526677792,-0.270522456,0.048062293,0.725069338,0.294384663,-1.428676457
1,-0.638532389,-0.667274524,-1.154221449,-0.18652049,0.262964613,0.617579743,1.219507296,-0.998773434,-1.77151316,-0.806495229,1.19123478,0.724084344,-1.506937515,-6.66E-04,0.82993118,-0.532528425,-1.551874265,-0.474475292,-0.319987287,0.069542596
0,0.611718359,-0.451674858,1.327042956,-1.473081448,-0.802641152,-0.115999496,0.639409387,1.104530224,0.459986627,1.818213431,-0.328006237,-1.729884225,1.007471763,-0.148733316,2.146189167,0.412450298,-1.822638461,1.18220895,-0.068441307,-0.313475763
0,0.102232501,0.010874633,0.591223102,-0.3844836,0.418830583,0.754905021,-0.6921229,-0.10121059,-1.444937651,-0.628140798,0.305806334,-0.37249806,-2.613548895,-0.711873856,-0.67352766,3.166425616,0.558661873,-0.407556867,-0.425209614,-1.310161686
0,-0.01719932,-0.575350708,1.046913394,-0.186020787,-0.474214261,0.196182435,0.934307782,-0.452733989,-0.178326844,-0.446732253,1.734665452,2.245362372,0.118544223,1.103236804,0.324989287,-0.243723954,-0.480148314,-0.186261224,-0.425469382,0.150851228
0,-0.693864155,0.748487401,1.896106019,0.043209934,-0.400209215,1.105694103,1.094742715,-1.226987601,-0.415855034,-0.045898688,1.838092137,-0.648987546,1.557464492,0.17200367,0.255864608,-0.005162879,0.010884384,1.923310628,-2.396346942,-0.404320687
0,0.71164271,-0.759614408,0.509788804,1.08356783,0.093602276,0.332809457,-1.521209839,-0.232753621,-1.817548438,-1.765840371,-0.805582929,0.100782908,1.410598435,0.318797771,0.882584342,1.041475187,-1.488643716,0.167848094,-0.259196039,1.537566504
1,-0.857249932,-0.120331392,0.707076874,0.781888532,1.126927815,-0.501341438,-0.364560476,-0.801019228,2.199637756,-1.513183051,-0.780829798,-0.770436286,0.800740455,-0.817657734,-0.414240426,0.11937308,0.175391901,-0.693011409,-0.614459221,1.462648872
0,1.370493084,1.235532381,1.443454623,0.031552844,2.366846717,0.208553173,-1.785494905,-1.099399329,-0.220957942,-0.177724933,-0.28826745,0.208418418,-0.326343331,0.123611172,-0.893500168,0.25248122,0.409307766,1.907660091,-0.623849761,0.219092006
1,-0.383761957,0.88950126,-0.861708947,-2.546933248,1.212218689,0.791095977,1.492778795,1.054761168,-1.467624085,-1.041169466,-1.604765022,0.444699955,-0.138899933,0.373799841,-0.689777648,-1.763956478,1.238900005,0.109026185,0.700815525,0.294119241
0,2.35326297,0.442902887,-0.052680556,0.808608636,0.659757824,0.572883753,-0.89576299,0.576602647,-0.583955862,1.351180873,-0.966236477,1.133938421,-1.04321256,-1.309268527,-0.207380211,0.196249465,0.639489796,1.066401741,-0.142779035,-0.945332574
0,1.798450532,0.541069586,2.450055369,-0.442708413,0.729666584,1.698255461,-0.331122159,-1.921037097,-1.207058475,0.168108899,0.298538853,-0.4292919,0.188881431,-0.57204645,0.859344228,0.30541005,1.308252221,-1.561313912,1.893676379,-2.148515202
1,-0.844979899,-0.801972408,-0.398335133,-0.671495046,-0.256681459,-0.861067447,0.736590795,-0.646936758,1.017543933,0.720327338,0.913541202,0.32979033,-0.325382658,0.768392178,-0.135948874,-0.290226891,1.459515912,0.180265191,0.354080927,0.370307668
1,-0.661236932,-1.80219214,1.048343002,0.939934359,-0.795162953,-0.263554284,0.803638778,0.422843298,-1.109338211,0.321332392,0.28400389,-0.246281922,-1.452986631,-0.664731473,0.035529964,-0.426770417,0.683646884,1.39808426,-0.849625584,1.211416645
0,0.088537697,0.276788447,-0.945276984,0.951542523,1.275422675,0.253600872,-1.364268539,0.11498816,0.40104508,-0.935915817,1.574960223,0.43147118,0.34581475,1.607384724,-0.361267279,0.679136676,0.604029185,0.045991947,0.500185792,0.106648907
0,-0.552652159,0.235939427,1.070621123,1.233236209,2.121769426,-1.611975425,0.190137659,1.4670852,1.207131565,-0.188780895,-1.478094535,-1.235534885,0.43740846,0.011274308,0.855754247,1.425770196,1.594219889,0.107827407,-1.286698989,-0.448027724
1,-0.459349118,-0.726742419,-0.465665838,1.959568588,0.20056402,-1.034287379,-0.433428226,2.19203475,1.309661089,0.914832384,-0.740528924,0.830894339,-2.607005056,1.079612026,1.663643122,-0.623593433,1.967935494,0.267069854,0.448019325,-1.698412519
0,1.366806323,-1.706346742,2.567323805,-0.163671307,-0.096844362,0.668575183,-0.261904626,0.803425887,-0.843303474,-1.205205389,-1.642286479,-0.574189445,0.235981137,-1.043148009,-0.776118731,-0.721687136,0.306340427,0.724044626,-0.232838278,0.865088109
0,-0.302995044,0.479240496,-0.617178337,-0.851751941,1.266651909,-0.430136477,-0.98992777,0.390630202,-0.024067685,-2.855559967,-1.239948247,-1.134956692,-1.109979576,0.992603484,-1.519757154,0.323799436,-0.03125503,-1.359807326,0.451940848,-0.821651682
0,0.188743859,-2.416977792,1.590413226,0.532283309,0.663715289,0.06478253,1.313371251,-1.596946568,-1.917953104,-1.015834076,-0.73654253,1.446024603,-1.184363256,-0.218407002,-1.36597562,0.505172156,0.406742817,0.049136509,0.845180501,0.946042756
1,-1.670424196,1.057171267,-0.77678175,0.05454922,-0.977022156,0.596554615,-0.264107028,0.95536377,0.23918798,0.842008787,0.682403199,0.158461052,-1.151239363,-1.109131307,-0.408966217,-0.3314498,-0.268113209,-0.353279119,1.384732694,0.756470724
0,1.174023971,1.190217465,0.866858543,1.2911658,1.908781099,-0.185515426,-0.608939856,-2.065032164,-0.271921737,-0.863765283,-1.728792029,-0.276537341,-0.269519018,-0.613693722,-0.061341689,0.740203825,-0.408767047,0.148091328,-1.451274116,-0.148863735
1,-1.28023729,-1.628588757,0.823747209,1.5455619,-1.207266442,0.128479081,0.815655044,-0.59365043,0.288745282,0.632530624,-0.42187259,1.055772939,-0.450255363,-0.660737925,0.396564617,0.506281292,1.569306931,0.717900353,0.559942831,-0.053690408
0,-0.052855387,0.898376022,-2.091273071,1.209105779,-0.244099539,0.428326753,-1.24676306,1.781103382,-1.773439351,-0.314102313,-1.033771594,0.905973625,-0.070152393,0.097088944,0.247660079,0.969431258,-1.018519349,-0.493027129,0.097165947,-0.175864416
